Supply_station,Sale_location,Postal_code,Municipality,Region,Type,Supertype,Sale_type,Quantity,Quantity_tons,Year,Use_category,Domestic_international,Comment,Ship_category,Use_category_eng,Population_region,Population_munic
Söludælur,Arnarstapi,355,Snæfellsbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,39685,29.76375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1702
Söludælur,Ólafsvík,355,Snæfellsbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,631071,473.30325,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1702
Reykjavík,Hellissandur,360,Snæfellsbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1702
Reykjavík,Hellissandur,360,Snæfellsbær,Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,14350,10.7625,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1702
Söludælur,Hellissandur,360,Snæfellsbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,162423,121.81725,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1702
Reykjavík,Búðardalur,370,Dalabyggð,Vesturland,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,120,0.09,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,15567,694
Reykjavík,Búðardalur,370,Dalabyggð,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,694
Reykjavík,Búðardalur,370,Dalabyggð,Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,46294,34.7205,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,694
Söludælur,Búðardalur,370,Dalabyggð,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,379113,284.33475,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,694
Söludælur,Skriðuland,371,Dalabyggð,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,60131,45.09825,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,694
Reykjavík,Bjarkarlundur,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Reykjavík,Bjarkarlundur,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1049,0.78675,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Reykjavík,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Reykjavík,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,5171,3.87825,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Reykjavík,Reykhólar,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Reykjavík,Reykhólar,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,9165,6.87375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Söludælur,Bjarkarlundur,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,58985,44.23875,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Söludælur,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,38351,28.76325,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Söludælur,Reykhólar,380,Reykhólahreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,70914,53.1855,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,291
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,729,0.54675,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,7266,3899
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,63262,47.4465,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Reykjavík,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,121,0.09075,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,7266,3899
Reykjavík,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Söludælur,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1075773,806.82975,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Söludælur,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,541790,406.3425,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Söludælur,Bolungarvík,415,Bolungarvíkurkaupstaður,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,309404,232.053,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,970
Reykjavík,Reykjanesskóli,420,Súðavíkurhreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,202
Reykjavík,Reykjanesskóli,420,Súðavíkurhreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,2705,2.02875,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,202
Söludælur,Reykjanesskóli,420,Súðavíkurhreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,39148,29.361,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,202
Söludælur,Súðavík,420,Súðavíkurhreppur,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,113346,85.0095,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,202
Reykjavík,Flateyri,425,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Reykjavík,Flateyri,425,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,5918,4.4385,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Söludælur,Flateyri,425,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,56764,42.573,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Reykjavík,Suðureyri,430,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Reykjavík,Suðureyri,430,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,5903,4.42725,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Söludælur,Suðureyri,430,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,40643,30.48225,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Patreksfjörður,Patreksfjörður,450,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,24673,18.50475,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Reykjavík,Patreksfjörður,450,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Söludælur,Patreksfjörður,450,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,339538,254.6535,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Reykjavík,Flókalundur,451,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,14,0.0105,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,7266,1234
Reykjavík,Flókalundur,451,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Reykjavík,Flókalundur,451,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,2806,2.1045,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Söludælur,Flókalundur,451,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,101878,76.4085,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Söludælur,Innri - Múli,451,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,17990,13.4925,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Reykjavík,Tálknafjörður,460,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,-1,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Reykjavík,Tálknafjörður,460,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,10078,7.5585,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Söludælur,Tálknafjörður,460,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,95316,71.487,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Söludælur,Bíldudalur,465,Vesturbyggð,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,108331,81.24825,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,1234
Reykjavík,Þingeyri,470,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Reykjavík,Þingeyri,470,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,12531,9.39825,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Söludælur,Þingeyri,470,Ísafjarðarbær,Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,149534,112.1505,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,3899
Reykjavík,Staðarskáli,500,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,26,0.0195,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,7490,1212
Reykjavík,Staðarskáli,500,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Reykjavík,Staðarskáli,500,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,40537,30.40275,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Söludælur,Staðarskáli,500,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,540048,405.036,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Reykjavík,Hólmavík,510,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,73,0.05475,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,7266,670
Reykjavík,Hólmavík,510,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Reykjavík,Hólmavík,510,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,34884,26.163,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Reykjavík,Norðurfj. á Ströndum,510,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Reykjavík,Norðurfj. á Ströndum,510,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,575,0.43125,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Söludælur,Hólmavík,510,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,414972,311.229,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Söludælur,Norðurfj. á Ströndum,510,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,31927,23.94525,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Reykjavík,Drangsnes,520,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Reykjavík,Drangsnes,520,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,5033,3.77475,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Söludælur,Drangsnes,520,"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,36716,27.537,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7266,670
Söludælur,Hvammstangi,530,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,410629,307.97175,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Söludælur,Laugarbakki,530,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,36005,27.00375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Reykjavík,Víðigerði,531,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Reykjavík,Víðigerði,531,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,6198,4.6485,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Söludælur,Víðigerði,531,Húnaþing vestra,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,97637,73.22775,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1212
Reykjavík,Blönduós,540,Húnabyggð,Norðurland vestra,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,57,0.04275,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,7490,1313
Reykjavík,Blönduós,540,Húnabyggð,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1313
Reykjavík,Blönduós,540,Húnabyggð,Norðurland vestra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,71134,53.3505,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1313
Söludælur,Blönduós,540,Húnabyggð,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1359882,1019.9115,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,1313
Söludælur,Skagaströnd,545,Sveitarfélagið Skagaströnd,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,149077,111.80775,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,625
Reykjavík,Sauðárkrókur,550,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Reykjavík,Sauðárkrókur,550,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,103916,77.937,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Söludælur,Sauðárkrókur,550,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1655673,1241.75475,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Reykjavík,Varmahlíð,560,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Reykjavík,Varmahlíð,560,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,55441,41.58075,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Söludælur,Varmahlíð,560,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,567871,425.90325,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Reykjavík,Hofsós,565,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Reykjavík,Hofsós,565,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,16276,12.207,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Söludælur,Hofsós,565,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,113618,85.2135,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Söludælur,Sleitustaðir,566,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,60194,45.1455,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Reykjavík,Ketilás,570,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,6875,5.15625,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Söludælur,Ketilás,570,Skagafjörður,Norðurland vestra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,36654,27.4905,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,7490,4340
Söludælur,Siglufjörður,580,Fjallabyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,484566,363.4245,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,2066
Söludælur,Ólafsfjörður,625,Fjallabyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,366008,274.506,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,2066
Akureyri,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,244,0.183,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,28900,19955
Akureyri,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,382338,286.7535,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Akureyri,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,1437,1.07775,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Reykjavík,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,146380,109.785,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,534596,400.947,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,8107184,6080.388,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,13941,10.45575,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,234759,176.06925,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1036999,777.74925,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,28189,21.14175,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín V-power,Bensín,Sala innan svæðis - flj.,33493,25.11975,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,925813,694.35975,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1429543,1072.15725,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
Reykjavík,Hrísey,601,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,4838,3.6285,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,28900,19955
