Municipality,Region,Fuel_type,Fuel_supertype,Quantity_ton,Year,Use,Use_eng
Vopnafjarðarhreppur,Austurland,díselolía,Gasolía,0.9515,2015,Fiskimjölsverksmiðjur,Fishmeal plants
Húnabyggð,Norðurland vestra,Bensín,Bensín,0.648,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Olíunotkun,Gasolía,0.7439,2013,Úrgangur og efnamóttaka,Waste and chemical reception
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,díselolía,Gasolía,0.865,2015,Fiskimjölsverksmiðjur,Fishmeal plants
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,0.69892,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Ljósavél,Gasolía,0.68162,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própan gas,Gas,245,2013,Framleiðsla og vinnsla málma,Metal production and processing
Sveitarfélagið Vogar,Suðurnes,Bensín,Bensín,0.589905,2020,Þauleldi,Sustainable farming
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,0.677295,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasoílunotkun,Gasolía,0.677295,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,0.57825,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 okt sjálfsafgreiðsla,Bensín,0.5769075,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,0.66259,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Vestmannaeyjabær,Suðurland,DMA olía,Gasolía,194.139,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín,Bensín,0.54825,2017,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía/dísilolía (Reikningur Srn11057894),Gasolía,0.6314500000000001,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Dísel á tæki,Gasolía,0.615015,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,273.54240999999996,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Gasolía bioblanda ólituð með olíugjaldi,Gasolía,0.60483395,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,490,2012,Malbikunarstöðvar,Asphalt plants
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Steinolía,Steinolía,0.592525,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,olíu fyrir ljósavél,Gasolía,0.587335,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Bensín,Bensín,9.21375,2013,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,0.48975,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,1937,2013,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,0.48375,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín,Bensín,0.4815,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía/dísilolía (Reikningur Srn110167302),Gasolía,0.547545,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Svartolía (1.85%S),Svartolía,907,2015,Fiskimjölsverksmiðjur,Fishmeal plants
Vopnafjarðarhreppur,Austurland,MGO (Marine Gas Oil),Gasolía,184,2015,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díeselolía,Gasolía,585,2014,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía/dísilolía (Reikningur Sm10968858),Gasolía,0.5363,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própan gas,Gas,137,2014,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín,Bensín,0.45975,2018,Framleiðsla og vinnsla málma,Metal production and processing
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,0.526785,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Bensín,Bensín,0.45675,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Vopnafjarðarhreppur,Austurland,MGO (Marine Gas Oil),Gasolía,1033,2016,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,0.519,2013,Efnaiðnaður,Chemical industry
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía/dísilolía (Reikningur Srn10592167),Gasolía,0.5129450000000001,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,1612,2014,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díeselolía,Gasolía,646,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própangas,Gas,123,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,"Marine Diesel olía (0,4% SO2)",Gasolía,205,2016,Fiskimjölsverksmiðjur,Fishmeal plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Dísel á tæki,Gasolía,0.48267000000000004,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín,Bensín,0.414,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.47056,2013,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,530.2,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Vopnafjarðarhreppur,Austurland,díselolía,Gasolía,0.9515,2017,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,1398,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,503.9,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,olíunotkun,Gasolía,2.62614,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olía,Gasolía,0.42731,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Díselolía,Gasolía,0.426445,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía/dísilolía (Reikningur Srn9657774),Gasolía,0.426445,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín,Bensín,0.366,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,520,2013,Malbikunarstöðvar,Asphalt plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,"Marine Diesel olía 0,4% SO2",Gasolía,478,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Vopnafjarðarhreppur,Austurland,MGO,Gasolía,414,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Vopnafjarðarhreppur,Austurland,Díselolía,Gasolía,0.9515,2018,Fiskimjölsverksmiðjur,Fishmeal plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,díselolía,Gasolía,0.865,2018,Fiskimjölsverksmiðjur,Fishmeal plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía (fyrir tæki),Gasolía,0.38925,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,0.38665499999999997,2019,Framleiðsla og vinnsla málma,Metal production and processing
Reykjanesbær,Suðurnes,Steinolía,Steinolía,0.38060000000000005,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dísilolía,Gasolía,415.6,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Vopnafjarðarhreppur,Austurland,MGO (Marine Gas Oil),Gasolía,516,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Skagafjörður,Norðurland vestra,Olía,Gasolía,0.35119,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,0.346,2013,Þauleldi,Sustainable farming
Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,0.346,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,0.346,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,0.346,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dísilolía,Gasolía,393.7,2020,Úrgangur og efnamóttaka,Waste and chemical reception
Mosfellsbær,Höfuðborgarsvæðið,Olíunotkun,Gasolía,0.33735000000000004,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,0.33388999999999996,2014,Úrgangur og efnamóttaka,Waste and chemical reception
Sveitarfélagið Hornafjörður,Suðurland,Úrgangsolía,Úrgangsolía,0.3078,2013,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própangas,Gas,1049,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,0.30967,2017,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,"Marine Diesel olía 0,4% SO2",Gasolía,452,2018,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,0.2595,2010,Efnaiðnaður,Chemical industry
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,0.24566,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipa- og flotaolía,Gasolía,760,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía og bensín,Gasolía,11.603110000000001,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín,Bensín,0.2055,2020,Framleiðsla og vinnsla málma,Metal production and processing
Reykjanesbær,Suðurnes,Steinolía,Steinolía,0.22490000000000002,2012,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,Bensín,Bensín,6.861,2012,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,966,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Dieselolía,Gasolía,415.2,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Diesel,Gasolía,229.7,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Diesel,Gasolía,229.7,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olía,Gasolía,277,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,Úrgangsolía,Úrgangsolía,0.17820000000000003,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díeselolía,Gasolía,216.3,2014,Úrgangur og efnamóttaka,Waste and chemical reception
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipa- og flotaolía,Gasolía,730,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,1538,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín,Bensín,0.156,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dieselolía,Gasolía,149.94256692000002,2011,Malbikunarstöðvar,Asphalt plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,díselolía,Gasolía,0.865,2019,Fiskimjölsverksmiðjur,Fishmeal plants
"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín,Bensín,0.153,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.173,2012,Framleiðsla og vinnsla málma,Metal production and processing
Reykjanesbær,Suðurnes,Steinolía,Steinolía,0.173,2013,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Ótilgreind olía,Gasolía,0.173,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Ásahreppur,Rangárþing ytra",Suðurland,Olíunotkun,Gasolía,0.173,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Ótilgreind (almenn olíunotkun),Gasolía,5.78858,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Reykjanesbær,Suðurnes,Steinolía,Steinolía,0.173,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolia (Dieselolia),Gasolía,435.44965,2017,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipa- og flotaolía,Gasolía,702.1984069336551,2017,Framleiðsla og vinnsla málma,Metal production and processing
Grindavíkurbær,Suðurnes,Bensín,Bensín,2.349,2012,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,402.83091520000005,2011,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,188.92763431920002,2012,Malbikunarstöðvar,Asphalt plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Olíuhreinsir,Smurolía,0.16435,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía/dísilolía (Reikningur Sm10879625),Gasolía,0.15916,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,"Marine Diesel olía 0,4% SO2",Gasolía,452,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Vopnafjarðarhreppur,Austurland,MGO,Gasolía,348,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Grindavíkurbær,Suðurnes,Olíuvörur,Smurolía,0.0073525,2012,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,453.1847796,2012,Malbikunarstöðvar,Asphalt plants
"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín,Bensín,0.12675,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,428.00784740000006,2013,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,616,2017,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,101.96094550560002,2013,Malbikunarstöðvar,Asphalt plants
Mosfellsbær,Höfuðborgarsvæðið,Olíunotkun,Gasolía,0.1384,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolia (Dieselolia),Gasolía,489.082245,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,121.45347920520003,2014,Malbikunarstöðvar,Asphalt plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 oktan ÓB,Bensín,0.116865,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín,Bensín,0.114,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,590,2014,Malbikunarstöðvar,Asphalt plants
"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín,Bensín,0.11325,2015,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.12802000000000002,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Díselolía,Gasolía,145.18,2019,Framleiðsla og vinnsla málma,Metal production and processing
Vesturbyggð,Vestfirðir,Própangas,Gas,142,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,503.53864400000003,2014,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própan gas,Gas,52,2017,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.1211,2010,Framleiðsla og vinnsla málma,Metal production and processing
Vopnafjarðarhreppur,Austurland,díselolía,Gasolía,0.9515,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Díeselolía sjálfsafgreiðsla,Gasolía,0.11947379999999999,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,2210,2017,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olíunotkun,Gasolía,94.93461500000001,2018,Þauleldi,Sustainable farming
Reykjanesbær,Suðurnes,Olíunotkun,Gasolía,0.11764,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,700,2015,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,660.89447025,2015,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,787,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 okt 0b,Bensín,0.0958725,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olía,Gasolía,4.294725000000001,2018,Þauleldi,Sustainable farming
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,139.44658723560002,2015,Malbikunarstöðvar,Asphalt plants
Skagafjörður,Norðurland vestra,Ótilgreind,Gasolía,0.108125,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própangas,Gas,73,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,2105,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,660,2016,Malbikunarstöðvar,Asphalt plants
Skagafjörður,Norðurland vestra,Ótilgreind,Gasolía,0.1038,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipa- og flotaolía,Gasolía,654.8451869452275,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.10034,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Díeselolía,Gasolía,414.72944,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Olíumengaður úrgangur (brennsla spilliefna),Úrgangsolía,0.114,2020,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,Bensín,Bensín,2.895,2011,Efnaiðnaður,Chemical industry
